image_path,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
Tomato_Septoria_leaf_spot1000.jpg,0.9995344690000001,0.011037276,3.26479147,295.7968624,256.0078124,361.33225710000005,256.0078124,361.3377921,196103.1667,295.6591598,0.12196846800000001,133831.8943,0.6824565690000001,196322,61.0,146.0,2603100919,2.345967373,42.0,3.0568782310000002,244,25.98358762,110.5586384,118.0,1,243,18.49787696,115.14922460000001,-0.7523201620000001,2603100919,0.234840985,1036.131414,25.57796804,75.32976301,-6.976652744,4.721119208999999,1.870981047,0.42060018299999996,0.9033154,1.7281027759999998,0.960637415,0.666022828,0.639010035,0.982751777,0.924516452,-0.144704116,0.575771259,0.42573007,4.9864696980000005,0.082793403,4.268617744,0.483747781,0.19221788899999998,9.972939397000001,3.030578362,1.648025064,6.401369312999999,11897.78041,0.060603399,26.25016361,46104.45177,1.7581900430000001,26.26841108,121.25868729999999,3531.29553,5.673471882,0.06380779,0.043035395,1.131036845,0.004250316,27585.02912,0.211669408,1.927532101,25.38039906,8.630556206,265.9787756,0.39254347100000003,0.06997184599999999,3.748941284,76934.76705,0.551267043,0.663568016,5.531941357000001,0.758469388,18.91196084,0.056360083,1011.9353869999999,0.160650165,3.678687977,27.64343547,1154094.742,34065016.93,44444.8345,0.11405651900000001,1905.913796,0.30257402699999997,0.567700365,16.21247632,0.06580098,5.4375338189999995,0.032085044,1153123.35,404.7191475,3.77e-05,31.78476336,0.02756995,0.001488435
Tomato_Septoria_leaf_spot1001.jpg,0.9996715340000001,0.011036734,3.264199037,295.7576935,256.0078124,361.33225710000005,256.0078124,361.3377921,195978.75,295.6605472,0.12178025699999999,133982.0323,0.6836559179999999,196173,46.0,153.0,2708503133,2.543831176,53.0,2.533168377,237,32.40933997,110.61402439999999,121.0,1,236,23.95462649,117.5019447,-0.682027102,2708503133,0.205134383,1571.244619,26.39201496,146.8877634,-13.06950019,6.387519008,3.453087708,0.28512462,1.272606304,1.990102473,1.584098768,0.598519991,0.558007253,0.969370326,0.8986948659999999,-0.142346643,0.594132282,0.41338711,5.064808943,0.062729437,4.647565665,0.49277122,0.145097446,10.12961789,3.18686282,2.460151679,6.341948997,15223.488819999999,0.077602365,18.65494953,40241.82732,2.592915033,27.05862173,87.27351368,2549.4689129999997,6.112731978999999,0.081355949,0.053365095999999994,1.440212948,0.0062313080000000005,26677.4206,0.188413506,2.7057940119999997,26.57802631,4.716436832,132.69653689999998,0.3416166,0.085077927,3.736594667,94287.45036,0.623437999,0.7198602959999999,2.176632553,0.803058029,21.02687581,0.07046025,1373.35633,0.169801722,4.551554562,28.24851632,708006.6826,22483343.27,27023.6943,0.133738024,2442.209941,0.30195474,0.56811797,16.75774478,0.077628555,5.491317400000001,0.041228915,707418.3862,530.2183322,3.05e-05,43.63674312,0.057239175999999996,0.001144272
Tomato_Septoria_leaf_spot1002.jpg,0.999990485,0.011048091000000001,3.2659198480000002,295.6094271,256.0078124,361.33225710000005,256.0078124,361.3377921,196338.8333,295.6066144,0.122314961,133559.6733,0.680250927,196592,102.0,196.0,4878519657,2.4914280090000003,57.0,2.7040781369999998,244,29.80505829,153.3560114,158.0,1,243,22.68895364,157.5292151,-0.606684115,4878519657,0.204675677,1297.387371,46.13394159,112.81186470000002,-7.678628476,6.364691649,1.4860774719999998,0.609368303,0.807583614,1.607504702,0.736408708,0.688519917,0.662008779,0.985993363,0.931404331,-0.256534525,0.791997747,0.39574555100000003,6.701698521,0.085027721,4.229583326,0.7342302140000001,0.200776782,13.40339704,3.199636776,1.96269228,6.462834558,12028.27031,0.061183926,33.77228684,40237.60075,2.142489293,46.33875743,146.3947872,7840.119887999999,3.1146922999999997,0.028695283999999998,0.033013638,1.366714016,0.001532459,22590.49778,0.181315115,2.385112134,43.61261924,13.76532407,748.4513648,0.29755252,0.032122543999999996,3.979079768,74424.01362,0.539723903,0.630293274,9.376567919,0.740432529,31.12465921,0.025273474,595.7026899,0.14056222,5.229958347,43.39075035,1584954.084,80397293.84,34577.60403,0.059997324000000005,1057.322794,0.249486266,0.506460702,21.61144887,0.031077774,5.827570562999999,0.021557337000000003,1582802.245,272.78718100000003,4.54e-05,27.76109251,0.030581564,0.001854746
Tomato_Septoria_leaf_spot1003.jpg,0.999449865,0.01104061,3.265080515,295.73370930000004,256.0078124,361.33225710000005,256.0078124,361.3377921,196157.5,295.57101580000005,0.122047029,133770.4513,0.6819543029999999,196379,53.0,168.0,3160351952,2.6878166130000003,71.0,2.25497115,232,37.46263194,118.9776096,132.0,1,231,28.81268502,126.8586844,-0.595404607,3160351952,0.17907859399999998,1937.454211,30.32777372,237.2375897,-17.35386571,10.18171616,1.4090946780000002,0.749971275,0.84182455,1.578087784,0.62622189,0.661078058,0.6348117010000001,0.9865588740000001,0.927578353,-0.295692429,0.87077745,0.457025767,5.304176887,0.066166985,4.517486631000001,0.803857087,0.143683112,10.60835377,3.46792627,2.89770271,6.595728577,12764.05434,0.064997043,25.22520345,35167.27515,3.184504207,31.06972741,113.89377169999999,4188.40263,6.262079554,0.075033712,0.043734102000000004,1.273420904,0.0049056329999999995,21357.84547,0.160150766,3.348673316,29.39405688,7.919120959,290.0053808,0.456691632,0.08124642,4.021464162,83386.26605,0.578593777,0.67629235,4.710544606,0.773657371,21.9541885,0.066670848,815.87078,0.13568448,5.496350789,31.31282222,840503.8658,30260042.8,32255.71722,0.130233205,1878.812074,0.312458353,0.577278935,18.23696015,0.079874922,5.5468303,0.030619364,839437.2508,312.00679019999995,5.22e-05,26.99265257,0.045943095,0.001801296
Tomato_Septoria_leaf_spot1004.jpg,0.99934394,0.011023133000000001,3.2621560639999996,295.9372746,256.0078124,361.33225710000005,256.0078124,361.3377921,195542.0,295.743122,0.121064256,134574.1224,0.6882108309999999,195649,48.0,198.0,4085864801,3.088244327,72.0,2.6222380690000002,255,43.61497719,133.9367388,142.0,1,254,30.73700962,144.5117565,-0.456507696,4085864801,0.134360023,2944.597775,38.17129032,645.4368369,-35.5770816,14.59037966,3.90460196,0.576111056,1.470403444,2.223943462,1.685441323,0.532280281,0.477924368,0.970983367,0.8911484390000001,-0.114054079,0.6803184259999999,0.43582675299999996,5.957998675,0.025396245,5.773031985,0.665743732,0.055758199,11.91599735,3.856199955,4.623745405,6.529912005,19024.94613,0.09724019099999999,10.30583865,26287.40415,4.794469903,39.35630134,44.5172375,1680.022361,5.207099135,0.08549885300000001,0.10026002,4.349055712,0.008341329,20965.00923,0.131923876,4.768286178,39.60884071,1.96182694,72.53642690000001,0.239135155,0.081397268,3.9218948819999997,112118.2792,0.6973427759999999,0.8134980340000001,0.414294073,0.858782583,33.99874894,0.069714866,1871.575725,0.106200745,7.714474569,45.61067923,47912.28548,2057399.986,1699.553407,0.08492148699999999,4837.279861999999,0.274486742,0.535632949,25.80001757,0.049269874000000005,6.072739143,0.09007457199999999,47789.033019999995,392.7756493,4.07e-05,47.69344395,0.093811094,0.001547384
Tomato_Septoria_leaf_spot1005.jpg,0.999103211,0.011022048000000001,3.2633650419999998,296.0760991,256.0078124,361.33225710000005,256.0078124,361.3377921,195770.1667,295.8105814,0.121217151,134508.9114,0.687075634,195852,63.0,176.0,3512275938,2.7736708219999997,51.0,3.4241224010000004,255,34.11499578,126.4105243,133.0,1,254,22.41933592,133.915334,-0.6932573259999999,3512275938,0.176853802,1953.696031,32.93003176,386.8520538,-24.94280995,10.1038646,2.005855148,0.666301033,0.976698889,1.815078349,1.0095303279999999,0.637182405,0.605712038,0.9845928409999999,0.924586757,-0.183698047,0.7665155779999999,0.44908759200000004,5.559252685,0.051821275,4.970783654,0.729823772,0.10836589999999999,11.11850537,3.56742469,3.027429937,6.628472872000001,12908.65691,0.065910263,24.47957623,34637.1708,3.201677263,34.26016584,99.88763965,3284.781999,11.42657627,0.08241425200000001,0.062024324000000006,2.251002385,0.006142008000000001,22852.339359999998,0.163914035,3.385432545,34.3180497,5.380398662,184.0364555,0.48556562600000003,0.077903108,3.978930763,83476.62822,0.5850404029999999,0.704469937,2.972717907,0.788896145,27.26738743,0.060163231,1126.508342,0.113216919,6.316184026,37.63005025,363024.0101,13028996.24,12355.662470000001,0.10901512099999999,3037.300503,0.305256332,0.570076516,22.73605002,0.065701338,5.841505637000001,0.050803667999999996,362636.5652,304.7705166,4.57e-05,35.96841844,0.042658028,0.002051609
Tomato_Septoria_leaf_spot1006.jpg,0.9993758290000001,0.01102569,3.2634066489999998,295.9820759,256.0078124,361.33225710000005,256.0078124,361.3377921,195809.8333,295.79733239999996,0.12156938699999999,134137.3009,0.685038635,195995,66.0,164.0,3390095205,2.449373864,39.0,3.946985101,255,27.75338725,126.25647079999999,134.0,1,254,17.64433193,131.5174717,-1.0438336879999999,3390095205,0.22856005199999999,1356.148927,32.19303226,136.4931244,-12.84062409,5.550723416,2.771948637,0.317761065,1.087779875,1.8373872080000002,1.446511673,0.6281429829999999,0.599720901,0.9794958559999999,0.918646702,-0.142226325,0.607431331,0.46799943,5.61230006,0.076793983,4.47990895,0.5052601729999999,0.142132702,11.22460012,3.085636646,2.080668013,6.259215117,15284.72436,0.077985277,18.6997052,44796.62745,2.256193334,33.32600321,93.86385877,3184.561698,3.9637146010000004,0.059235264,0.050033042,1.7803509830000002,0.004328717,29335.949,0.20917215600000003,2.562483063,33.11998152,8.765508633,296.6578591,0.363898614,0.064784208,3.699492099,91264.38558999999,0.6182635439999999,0.705010528,5.977190345,0.803363477,26.60313226,0.054210354,1186.7083710000002,0.15259205,5.343447473,37.59071621,873553.0442,32436988.41,24862.85513,0.09562972300000001,2314.0903949999997,0.297555663,0.564274491,22.98425968,0.04803178599999999,5.676989524,0.039679584,872917.9096,359.61602369999997,3.3600000000000004e-05,45.61039015,0.035086725,0.00163225
Tomato_Septoria_leaf_spot1007.jpg,0.999911755,0.01104006,3.265020789,295.7430212,256.0078124,361.33225710000005,256.0078124,361.3377921,196174.0,295.7169234,0.121987847,133842.8539,0.682266018,196373,48.0,172.0,3236841083,2.8064740969999997,77.0,2.16127967,255,40.78348268,119.239483,134.0,1,254,31.51969464,128.3866306,-0.45691756899999997,3236841083,0.166302856,2265.07261,30.79344063,291.9550807,-18.25174991,11.69904379,1.901640966,0.715831545,1.012037042,1.789559574,0.8429210229999999,0.613577494,0.579443849,0.98509405,0.921009383,-0.237846097,0.847005383,0.480027154,5.323868857,0.050893325,4.901318256000001,0.8032183970000001,0.11297083699999999,10.64773771,3.553970285,3.40017119,6.46799125,14557.9599,0.074134224,18.66507318,32657.390689999997,3.6935295760000004,31.69906759,77.52132421,2633.044079,5.460316757999999,0.079638817,0.07006553900000001,2.371796808,0.00912685,22359.00142,0.153033311,3.8783620919999997,31.24985461,2.8201940469999998,89.11121838,0.22565323899999998,0.083042913,3.8970950380000002,93400.99801,0.624597813,0.74339297,0.873993215,0.813144467,25.00711162,0.07064163799999999,1500.034276,0.13637915,6.902919532,36.72788435,346330.9798,12550283.42,15057.512630000001,0.149743168,3833.059096,0.348491599,0.612322402,23.43840109,0.09847804199999999,5.398214395,0.056010755,346012.2247,312.6076394,4.74e-05,39.36600867,0.051635417,0.002068236
Tomato_Septoria_leaf_spot1008.jpg,0.999940545,0.011047774,3.265899072,295.61602660000005,256.0078124,361.33225710000005,256.0078124,361.3377921,196335.8333,295.5984509,0.12230621800000001,133567.8598,0.6803030170000001,196587,62.0,163.0,2618937799,2.581294791,57.0,2.168232147,210,30.89399393,109.2778007,106.0,1,209,23.3794773,115.42109609999999,0.139567905,2618937799,0.183282931,1380.391708,25.95672059,111.09727649999999,6.325442494,6.87743219,1.7130317640000001,0.591583957,0.928969378,1.6511300180000001,0.718023289,0.646483876,0.6126493679999999,0.980196032,0.9138513690000001,-0.254337645,0.8095432990000001,0.420134943,4.966176143999999,0.062473449,4.432174455,0.7832643029999999,0.11525562,9.932352287,3.231438137,2.147615989,6.431540835,14512.244690000001,0.073820978,24.17377173,36031.0416,2.301141152,26.24775799,112.00049340000001,3525.8908979999997,5.090546387,0.060379718,0.040480014,1.005491454,0.0035670109999999997,24384.42453,0.183724389,2.2688773330000003,24.97573668,8.52238861,246.50330269999998,0.467670175,0.064559877,3.8401641110000004,85360.12205,0.58140708,0.678015723,5.029650958,0.772595055,18.56110655,0.052712716,806.232312,0.14971816400000001,4.122238309,25.70287837,1109031.287,27774436.65,56293.17046,0.10655508300000001,1594.233426,0.296050776,0.557853229,14.80177042,0.062835915,5.396271842000001,0.027392452,1107698.57,592.1589959,4.07e-05,24.05182681,0.04660336,0.001127655
Tomato_Septoria_leaf_spot1009.jpg,0.9999251020000001,0.011045068,3.265549097,295.6567642,256.0078124,361.33225710000005,256.0078124,361.3377921,196258.1667,295.63462000000004,0.122209021,133638.8366,0.6809338890000001,196503,59.0,144.0,2688829355,2.105343269,29.0,3.80851801,208,22.33140432,113.11494990000001,120.0,1,207,14.21250131,116.97607040000001,-1.12500028,2688829355,0.29172542100000004,888.4091516000001,26.13854774,62.85916098,-7.856726804,3.416840935,2.131780059,0.20813754199999998,0.924347537,1.6204939790000001,1.074444876,0.671913749,0.647332691,0.976718722,0.9171325909999999,-0.21318232,0.651279624,0.423357108,5.080972457,0.13423763800000002,3.7070627110000003,0.5221292989999999,0.21870104899999998,10.16194491,2.59414718,1.387155249,5.8218679689999995,18511.38173,0.09420406699999999,21.90548633,57324.92037000001,1.491348972,26.83869966,129.5974769,3512.767739,6.265999869,0.058220877000000004,0.025796905,0.699639424,0.00200795,33715.256839999995,0.26024199,1.726589021,26.49087076,27.54030098,806.5953812999999,1.16362434,0.063463066,3.6642591839999996,80301.23052000001,0.548894701,0.639327879,20.99208838,0.7400524690000001,19.74308404,0.04833967,622.4899506,0.20510377300000002,3.189797665,29.06721582,3362371.665,99473236.21,122404.4716,0.08743684800000001,683.583855,0.22523356,0.478913948,14.393874400000001,0.03986125,5.572273677999999,0.015445057,3358179.668,540.9810614,3.04e-05,26.44132858,0.030975482999999998,0.000999563
